24756e65-79f2-42dc-a958-39d7b4e790d4,103,Vacant,Master,No,VIP,101.35,20220421,20220502,Wait List,1,1,LONGIE JEANS,101 delight street,Malaysia,Malaysian,female,011223910,Driving License,D2569099,9999,Frank,374245455400126,2025,567,0,0
fe41fc09-f9a3-474f-8ee3-df661e428db3,117,Vacant,Master,Yes,VIP,115.55,20220421,20220502,Wait List,1,1,LONGIE JEANS,101 delight street,Malaysia,Malaysian,female,011223910,Driving License,D2569099,9999,Frank,374245455400126,2025,567,0,0
cafa9c2d-880a-4863-95f9-d56e27c07113,102,Vacant,Double,No,DELUXE,101.35,20220421,20220502,Wait List,1,1,LONGIE JEANS,101 delight street,Malaysia,Malaysian,female,011223910,Driving License,D2569099,9999,Frank,374245455400126,2025,567,0,0
17870fe5-9f92-434e-a73f-540713c948ca,109,Vacant,Master,Yes,DELUXE,98.39,20220421,20220502,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569093,9999,Frank,374245455400126,2025,567,0,0
44562672-163b-452b-9de6-e7148bb44c59,101,Vacant,Double,Yes,DOUBLE,65.57,20220421,20220502,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569093,9999,Frank,374245455400126,2025,567,0,0
2a2ec71e-0d23-4555-8e0c-1152fcf713e9,100,Vacant,Single,Yes,SINGLE,55.57,20220421,20220502,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569093,9999,Frank,374245455400126,2025,567,0,0
8d1ce85e-7c56-40fb-aec9-fe77efb41191,107,Vacant,Single,No,SINGLE,56.11,20220421,20220502,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569093,9999,Frank,374245455400126,2025,567,0,0
646db3a8-c7fb-4eb4-bfee-d008353c797c,113,Vacant,Master,Yes,VIP,115.55,20220404,20220505,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569094,9999,Frank,374245455400126,2025,567,0,0
985b1c52-7c45-4d14-864f-843279a5008f,111,Vacant,Master,Yes,VIP,115.55,20220226,20220328,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569094,9999,Frank,374245455400126,2025,567,0,0
5e0362da-8e2a-47f4-9307-6b44e1c50543,115,Vacant,Master,Yes,VIP,115.55,20230303,20230401,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569094,9999,Frank,374245455400126,2025,567,0,0
9ef237fe-7786-4cb7-98a6-e24bf1df9778,116,Vacant,Master,Yes,VIP,115.55,20220405,20220505,Wait List,1,1,Moe Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569094,9999,John Doe,394245455400126,2029,229,0,0
0b4be665-7e2e-4322-ba0c-bc88794950c6,113,Vacant,Master,Yes,VIP,115.55,20220228,20220301,Wait List,1,1,John Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569095,9999,Frank,374245455400126,2025,567,0,0
87fbcefc-73c2-40fa-a25e-86d5b65eebba,102,Vacant,Double,No,DELUXE,101.35,20220228,20220303,Wait List,1,1,John Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569095,9999,Frank,374245455400126,2025,567,0,0
65818c67-e619-4926-8ae6-a2f7a471b685,107,Vacant,Single,No,SINGLE,56.11,20220303,20220305,Wait List,1,1,John Curly,301 Royal street,London,English,male,1234556950,Driving License,D2569095,9999,Frank,374245455400126,2025,567,0,0
200833df-a10f-41c9-819e-15195b4d25c5,115,Vacant,Master,Yes,VIP,115.55,20220304,20220401,Wait List,2,1,John Curly,301 Royal street,London,English,male,1234556950,Driving License,D123456789,9999,Frank,374245455400126,2025,567,0,0
a141568e-8857-491a-a13b-ae72f348de89,116,Vacant,Master,Yes,VIP,115.55,20220606,20220612,Wait List,2,1,John Curly,301 Royal street,London,English,male,1234556950,Driving License,D23456789,9999,Frank,374245455400126,2025,567,0,0
